HTTrack3.49-2+htsswf+htsjava launched on Sat, 30 Aug 2025 10:20:03 at https://be-it.com.mx/ +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar
(winhttrack -qwC2%Ps2u1%s%uN0%I0p3DaK0H0%kf2A25000%f#f -F "Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98)" -%F "<!-- Mirrored from %s%s by HTTrack Website Copier/3.x [XR&CO'2014], %s -->" -%l "en, *" https://be-it.com.mx/ -O1 "C:\bck\macsoftware" +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

10:22:26	Warning: 	Moved Permanently for https://be-it.com.mx/?p=407
10:22:26	Warning: 	File has moved from https://be-it.com.mx/?p=407 to https://be-it.com.mx/conocenos/
10:22:31	Warning: 	Moved Permanently for https://be-it.com.mx/?p=566
10:22:31	Warning: 	File has moved from https://be-it.com.mx/?p=566 to https://be-it.com.mx/servicios/fabrica-de-software/
10:22:31	Warning: 	Retry after error -5 (Unable to get server's address: Host desconocido. ) at link beit.damarysmoreno.com/wp-content/uploads/2022/05/arrow.png (from https://be-it.com.mx/servicios/fabrica-de-software/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=599
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=599 to https://be-it.com.mx/servicios/transformacion-digital/
10:22:32	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/trasndigital.jpg (from https://be-it.com.mx/servicios/transformacion-digital/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=597
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=597 to https://be-it.com.mx/servicios/desarrollo-a-la-medida/
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=601
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=601 to https://be-it.com.mx/servicios/asignacion-de-talento-humano/
10:22:32	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/icono_Be_IT_Black.png (from https://be-it.com.mx/servicios/consultoria-ti/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=603
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=603 to https://be-it.com.mx/servicios/consultoria-ti/
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=605
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=605 to https://be-it.com.mx/servicios/desarrollo-de-apps/
10:22:32	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/app.jpg (from https://be-it.com.mx/servicios/desarrollo-de-apps/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=1164
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=1164 to https://be-it.com.mx/servicios/desarrollo-de-apps-para-pymes/
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=607
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=607 to https://be-it.com.mx/servicios/diagnostico-ti/
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=609
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=609 to https://be-it.com.mx/servicios/ecommerce/
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=611
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=611 to https://be-it.com.mx/servicios/paginas-web/
10:22:32	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/pag-web.jpg (from https://be-it.com.mx/servicios/paginas-web/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=466
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=466 to https://be-it.com.mx/vacantes/
10:22:32	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/05/about-one-img-1.jpg (from https://be-it.com.mx/vacantes/)
10:22:32	Warning: 	Moved Permanently for https://be-it.com.mx/?p=1286
10:22:32	Warning: 	File has moved from https://be-it.com.mx/?p=1286 to https://be-it.com.mx/blog/
10:22:49	Warning: 	Moved Permanently for https://be-it.com.mx/?p=258
10:22:49	Warning: 	File has moved from https://be-it.com.mx/?p=258 to https://be-it.com.mx/contacto/
10:22:49	Warning: 	Moved Permanently for https://be-it.com.mx/?p=256
10:22:49	Warning: 	File has moved from https://be-it.com.mx/?p=256 to https://be-it.com.mx/servicios/
10:22:49	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/map-Q676QDA.jpg (from https://be-it.com.mx/wp-content/uploads/elementor/css/post-407.css?ver=1706301955)
10:22:50	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/05/map-dotted.jpg (from https://be-it.com.mx/wp-content/uploads/elementor/css/post-566.css?ver=1666358156)
10:22:50	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/05/arrow.png (from https://be-it.com.mx/servicios/fabrica-de-software/)
10:22:50	Warning: 	Retry after error -5 (Unable to get server's address: unknown error) at link beit.damarysmoreno.com/wp-content/uploads/2022/06/trasndigital.jpg (from https://be-it.com.mx/servicios/transformacion-digital/)
